BRAND,MODEL,YEAR,KILO,LOCATION,Certificate,Warranty,PRICE
VOLVO,V40,2014年,13萬公里,台北市/鴻揚汽車,1,1,69.8萬
BMW,120D,2010年,10.9萬公里,雲林縣/安鑫汽車,1,1,68.8萬
FORD,FOCUS,2018年,2.8萬公里,桃園市/福祐汽車,1,1,72.8萬
LEXUS,RX,2010年,13.7萬公里,台北市/鴻揚汽車,1,1,69.8萬
AUDI,A4,2013年,8.9萬公里,高雄市/仁富昌達汽車,1,1,73.8萬
BMW,520D,2009年,10萬公里,台中市/千祐汽車,1,1,65.0萬
BMW,1,2011年,6.9萬公里,台北市/時代汽車,1,1,69.8萬
FORD,FOCUS,2016年,3.7萬公里,桃園市/車神汽車,1,1,65.8萬
M-BENZ,B180,2012年,7.2萬公里,台北市/鴻揚汽車,1,1,71.8萬
MAZDA,MAZDA,2016年,4.1萬公里,桃園市/頂尖汽車,1,1,73.8萬
BMW,120D,2009年,15.1萬公里,台中市/全民汽車,1,1,68.0萬
INFINITI,G37,2010年,12.6萬公里,桃園市/全民汽車,1,1,66.0萬
LEXUS,RX,2010年,10.7萬公里,桃園市/全民汽車,1,1,65.0萬
BMW,335CI,2007年,11.7萬公里,桃園市/明士汽車,1,1,68.8萬
MITSUBISHI,CANTER,2010年,19.3萬公里,台中市/來爾富汽車,1,1,69.9萬
BMW,335I,2007年,6.9萬公里,新竹市/靖威汽車,1,1,68.0萬
BMW,320I,2009年,12.3萬公里,彰化縣/格上汽車,1,1,68.8萬
VOLKSWAGEN,GOLF,2015年,3.4萬公里,台中市/奕昇汽車,1,1,65.8萬
M-BENZ,C300,2008年,21.2萬公里,台中市/金沙汽車,1,1,68.8萬
FIAT,PANDA,2014年,2.6萬公里,彰化縣/高通汽車,1,1,66.8萬
FORD,FOCUS,2018年,0.1萬公里,桃園市/福祐汽車,1,1,66.8萬
M-BENZ,C300,2008年,14.3萬公里,台中市/威尼斯汽車城,1,1,66.5萬
KIA,KAON,2017年,3.7萬公里,屏東縣/大衛汽車,1,1,69.8萬
VOLKSWAGEN,GOLF,2016年,1.1萬公里,彰化縣/高通汽車,1,1,74.8萬
AUDI,A3,2013年,9.5萬公里,彰化縣/廣興汽車,1,1,69.8萬
M-BENZ,C300,2010年,8.3萬公里,彰化縣/福大汽車,1,1,73.8萬
VOLKSWAGEN,CADDY,2014年,15.8萬公里,高雄市/崧誠汽車,1,1,69.8萬
MINI,COUNTRYMAN,2011年,10.3萬公里,台中市/泰洋車業有限公司,1,1,66.8萬
LEXUS,GS450H,2011年,7.4萬公里,台中市/信義汽車,1,1,66.8萬
TOYOTA,WISH,2016年,10.2萬公里,高雄市/佳裕汽車,1,1,68.8萬
BMW,118,2010年,16.6萬公里,苗栗縣/齊勝汽車,1,1,69.0萬
HONDA,CR-V,2013年,7.8萬公里,高雄市/佳裕汽車,1,1,65.8萬
TOYOTA,PREVIA,2007年,13萬公里,桃園市/忠信汽車,1,1,66.0萬
BMW,323I,2011年,10.6萬公里,新北市/大鴻汽車,1,1,66.8萬
BMW,X5,2008年,17.8萬公里,桃園市/忠信汽車,1,1,75.0萬
AUDI,A1,2014年,4.7萬公里,台北市/鴻揚汽車,1,1,69.8萬
LUXGEN,LUXGEN,2016年,4.2萬公里,高雄市/威霸汽車,1,1,68.8萬
BMW,X5,2007年,25.2萬公里,屏東縣/暉祥汽車,1,1,69.8萬
BMW,120D,2010年,13.7萬公里,彰化縣/高通汽車,1,1,69.8萬
BMW,3,2010年,6.6萬公里,台北市/鴻揚汽車,1,1,66.8萬
BMW,X5,2007年,7.3萬公里,高雄市/仁富昌達汽車,1,1,70.8萬
AUDI,A3,2010年,16萬公里,宜蘭縣/家騰汽車,1,1,68.8萬
MITSUBISHI,LEADCA,2015年,9.1萬公里,台中市/尚安汽車,1,1,66.0萬
LEXUS,CT200H,2013年,9.6萬公里,台北市/鴻揚汽車,1,1,73.8萬
MINI,COUNTRYMAN,2010年,12.6萬公里,台中市/永立汽車,1,1,69.8萬
FORD,FOCUS,2014年,10.1萬公里,彰化縣/福大汽車,1,1,66.0萬
TOYOTA,CAMRY,2015年,6.8萬公里,桃園市/金程汽車,1,1,67.0萬
TOYOTA,RAV4,2013年,10.4萬公里,台南市/福成汽車,1,1,66.8萬
TOYOTA,RAV4,2014年,10.4萬公里,嘉義市/龍順汽車,1,1,73.9萬
MITSUBISHI,CANTER,2010年,18.1萬公里,台中市/來爾富汽車,1,1,72.0萬
TOYOTA,RAV4,2013年,7.8萬公里,彰化縣/僑輪汽車,1,1,65.0萬
LUXGEN,LUXGEN,2016年,2.8萬公里,台中市/皇家汽車,1,1,71.0萬
LEXUS,RX350,2008年,11.7萬公里,台中市/埔羅汽車,1,1,73.0萬
BMW,X3,2008年,13.9萬公里,台南市/義大汽車,1,1,66.9萬
HONDA,CR-V,2014年,6.8萬公里,台中市/皇家汽車,1,1,74.0萬
AUDI,A1,2015年,4.9萬公里,嘉義縣/明興汽車,1,1,68.0萬
BMW,1,2013年,9.3萬公里,桃園市/全民汽車,1,1,72.0萬
LEXUS,CT200H,2011年,12.1萬公里,台北市/鴻揚汽車,1,1,72.8萬
NISSAN,X-TRAIL,2015年,3.4萬公里,台北市/鴻揚汽車,1,1,65.8萬
LUXGEN,LUXGEN,2017年,1.8萬公里,桃園市/明士汽車,1,1,72.8萬
INFINITI,FX35,2008年,13.3萬公里,桃園市/忠泰汽車,1,1,68.8萬
TOYOTA,WISH,2015年,6.6萬公里,台北市/鴻揚汽車,1,1,65.8萬
HONDA,CR-V,2014年,4.8萬公里,台中市/信義汽車,1,1,66.8萬
BMW,335CI,2008年,14.1萬公里,雲林縣/宜利汽車商行,1,1,68.0萬
LEXUS,RX,2010年,14.7萬公里,彰化縣/福大汽車,1,1,73.8萬
TOYOTA,RAV4,2013年,6.8萬公里,桃園市/龍億汽車,1,1,66.8萬
MITSUBISHI,CANTER,2012年,11.8萬公里,台中市/來爾富汽車,1,1,69.9萬
M-BENZ,E200,2006年,12.5萬公里,彰化縣/僑輪汽車,1,1,73.0萬
FORD,KUGA,2015年,12.7萬公里,嘉義市/宇勝汽車,1,1,70.8萬
NISSAN,X-TRAIL,2017年,1.7萬公里,高雄市/辰泰汽車,1,1,75.0萬
VOLKSWAGEN,TIGUAN,2014年,4.9萬公里,桃園市/忠泰汽車,1,1,68.8萬
HONDA,CR-V,2015年,12萬公里,嘉義縣/長億車業,1,1,65.8萬
LUXGEN,LUXGEN,2015年,2.8萬公里,新北市/大鴻汽車,1,1,68.5萬
VOLKSWAGEN,GOLF,2016年,3.5萬公里,台中市/承雄汽車,1,1,66.8萬
HONDA,CR-V,2014年,7.1萬公里,嘉義市/龍順汽車,1,1,69.0萬
TOYOTA,CAMRY,2015年,6.8萬公里,嘉義市/龍順汽車,1,1,69.0萬
M-BENZ,S350,2006年,15.5萬公里,嘉義縣/順久汽車,1,1,66.0萬
LEXUS,CT200H,2013年,8.1萬公里,台中市/S嚴選汽車,1,1,68.8萬
BMW,3,2008年,13.1萬公里,台中市/詮豐汽車,1,1,68.0萬
HONDA,CR-V,2014年,9.2萬公里,桃園市/全民汽車,1,1,66.0萬
M-BENZ,SLK,2007年,8.8萬公里,嘉義市/龍順汽車,1,1,67.0萬
BMW,525,2007年,15.6萬公里,桃園市/忠泰汽車,1,1,68.0萬
LEXUS,GS450H,2010年,7.5萬公里,台中市/千祐汽車,1,1,68.0萬
VOLVO,V60,2012年,9.5萬公里,台中市/奕昇汽車,1,1,73.8萬
LEXUS,RX350,2010年,9.8萬公里,高雄市/巨將汽車,1,1,68.8萬
HONDA,CR-V,2014年,5.0萬公里,台中市/詮豐汽車,1,1,72.5萬
HYUNDAI,IX35,2016年,1.9萬公里,高雄市/辰泰汽車,1,1,66.8萬
INFINITI,G,2011年,10.2萬公里,台中市/上嘉汽車,1,1,75.0萬
MAZDA,MAZDA,2016年,1.3萬公里,台中市/詮豐汽車,1,1,72.0萬
TOYOTA,WISH,2014年,5.3萬公里,台中市/上嘉汽車,1,1,68.0萬
M-BENZ,C180,2011年,6.2萬公里,台中市/S嚴選汽車,1,1,69.8萬
M-BENZ,S350,2007年,15.4萬公里,台中市/S嚴選汽車,1,1,65.8萬
BMW,Z4,2002年,5.6萬公里,桃園市/正達汽車,1,1,65.0萬
SUBARU,LEGACY,2011年,8.8萬公里,台中市/承雄汽車,1,1,68.9萬
BMW,X1,2011年,7.1萬公里,台中市/S嚴選汽車,1,1,65.8萬
M-BENZ,E300,2011年,12.4萬公里,台中市/S嚴選汽車,1,1,68.8萬
SUBARU,XV,2012年,3.6萬公里,台南市/義大汽車,1,1,68.8萬
AUDI,A1,2015年,4.0萬公里,桃園市/忠泰汽車,1,1,69.8萬
TOYOTA,WISH,2014年,6.0萬公里,嘉義縣/明興汽車,1,1,65.0萬
SUBARU,LEGACY,2012年,12萬公里,桃園市/發達汽車,1,1,75.0萬
MAZDA,CX-5,2013年,6.8萬公里,彰化縣/僑輪汽車,1,1,69.5萬
LEXUS,CT200H,2012年,9.1萬公里,嘉義縣/順久汽車,1,1,65.5萬
AUDI,A6,2011年,17.4萬公里,彰化縣/福大汽車,1,1,68.8萬
FORD,KUGA,2015年,9.5萬公里,嘉義市/龍順汽車,1,1,70.8萬
TOYOTA,CAMRY,2016年,1.0萬公里,台北市/上順汽車,1,1,73.8萬
LUXGEN,LUXGEN,2017年,1.0萬公里,台北市/上順汽車,1,1,66.8萬
FORD,FOCUS,2018年,0.8萬公里,台北市/上順汽車,1,1,69.8萬
LUXGEN,LUXGEN,2017年,1.3萬公里,台北市/上順汽車,1,1,66.8萬
MITSUBISHI,OUTLANDER,2016年,3.0萬公里,台北市/上順汽車,1,1,66.8萬
AUDI,Q5,2010年,11萬公里,桃園市/安盛汽車,1,1,70.8萬
TOYOTA,RAV4,2014年,8888.9萬公里,新北市/勝禾田汽車,1,1,65.8萬
MINI,COOPER,2009年,11.3萬公里,桃園市/菁銳汽車,1,1,66.8萬
TOYOTA,RAV4,2014年,7.1萬公里,嘉義縣/順久汽車,1,1,69.5萬
BMW,335I,2008年,18.2萬公里,桃園市/良宥汽車,1,1,68.8萬
HONDA,CR-V,2012年,6.5萬公里,桃園市/菁銳汽車,1,1,65.8萬
VOLKSWAGEN,GOLF,2012年,8.5萬公里,桃園市/安盛汽車,1,1,69.8萬
BMW,320I,2011年,10.6萬公里,彰化縣/福大汽車,1,1,66.8萬
NISSAN,X-TRAIL,2015年,6.0萬公里,新北市/勝禾田汽車,1,1,68.5萬
TOYOTA,CAMRY,2015年,9.0萬公里,新北市/勝禾田汽車,1,1,66.8萬
HYUNDAI,SANTA,2014年,8888.9萬公里,新北市/勝禾田汽車,1,1,65.8萬
TOYOTA,PREVIA,2009年,31萬公里,新北市/勝禾田汽車,1,1,72.0萬
SUZUKI,SX4,2017年,1.8萬公里,台北市/上順汽車,1,1,69.8萬
MAZDA,MAZDA3,2015年,13.8萬公里,高雄市/崧誠汽車,1,1,65.8萬
TOYOTA,RAV4,2015年,4.0萬公里,台北市/鴻揚汽車,1,1,65.8萬
MINI,COOPER,2009年,10.7萬公里,桃園市/菁銳汽車,1,1,69.8萬
M-BENZ,C300,2008年,17.1萬公里,桃園市/菁銳汽車,1,1,69.8萬
M-BENZ,S350,2006年,11萬公里,桃園市/忠信汽車,1,1,75.0萬
BMW,335CI,2008年,12.8萬公里,桃園市/忠信汽車,1,1,75.0萬
TOYOTA,CAMRY,2014年,6.8萬公里,新北市/大鴻汽車,1,1,66.8萬
MAZDA,MAZDA 3,2016年,4.5萬公里,台南市/嘉聯汽車,1,1,76.8萬
MAZDA,CX-5,2016年,7.8萬公里,高雄市/崧誠汽車,1,1,79.8萬
MAZDA,CX-5,2014年,4.5萬公里,台南市/成泰汽車,1,1,80.8萬
MAZDA,CX-5,2015年,5.6萬公里,嘉義市/安新汽車,1,1,75.8萬
TOYOTA,ALPHARD,2010年,20.2萬公里,台南市/義大汽車,1,1,79.9萬
TOYOTA,RAV4,2015年,7.5萬公里,雲林縣/正鎰汽車,1,1,75.8萬
MAZDA,MAZDA 3,2015年,2.0萬公里,台南市/嘉聯汽車,1,1,79.0萬
FORD,FOCUS,2017年,2.2萬公里,桃園市/群馬汽車,1,1,75.8萬
TOYOTA,PREVIA,2010年,9.7萬公里,台中市/佳韻汽車,1,1,85.0萬
HONDA,CR-V,2016年,5.5萬公里,高雄市/巨將汽車,1,1,75.8萬
TOYOTA,RAV4,2017年,2.1萬公里,台中市/泰昌汽車,1,1,83.8萬
TOYOTA,C-HR,2017年,0.3萬公里,高雄市/崧誠汽車,1,1,83.8萬
HYUNDAI,SANTA FE,2015年,6.9萬公里,台中市/千祐汽車,1,1,80.0萬
TOYOTA,RAV4,2015年,8.2萬公里,高雄市/乙鈞汽車,1,1,82.8萬
FORD,KUGA,2018年,1.3萬公里,高雄市/巨將汽車,1,1,79.8萬
TOYOTA,RAV4,2015年,7.4萬公里,屏東縣/暉祥汽車,1,1,80.0萬
HYUNDAI,STAREX,2015年,7.0萬公里,台中市/泰昌汽車,1,1,83.8萬
MAZDA,MAZDA 3,2017年,1.7萬公里,高雄市/協格汽車商行,1,1,75.8萬
NISSAN,X-TRAIL,2016年,5.5萬公里,彰化縣/安心汽車,1,1,79.8萬
LEXUS,CT200H,2014年,9.8萬公里,桃園市/群馬汽車,1,1,81.8萬
HYUNDAI,STAREX,2015年,11.4萬公里,嘉義縣/凱翔汽車,1,1,76.8萬
LUXGEN,LUXGEN U6 TURBO,2018年,1.1萬公里,台中市/皇家汽車,1,1,81.0萬
MAZDA,CX-3,2016年,5.8萬公里,彰化縣/福大汽車,1,1,75.8萬
FORD,KUGA,2018年,1.1萬公里,台中市/皇家汽車,1,1,85.0萬
HYUNDAI,TUCSON,2017年,0.4萬公里,台中市/承雄汽車,1,1,77.8萬
SUBARU,FORESTER,2014年,9.8萬公里,台中市/全民汽車,1,1,76.0萬
MAZDA,CX-5,2015年,4.1萬公里,彰化縣/高通汽車,1,1,79.8萬
HYUNDAI,SANTA FE,2014年,5.9萬公里,台中市/皇家汽車,1,1,81.0萬
MAZDA,CX-3,2017年,1.5萬公里,台中市/詮豐汽車,1,1,75.0萬
TOYOTA,PREVIA,2009年,9.0萬公里,台中市/信義汽車,1,1,76.8萬
MAZDA,CX-5,2016年,4.9萬公里,高雄市/巨將汽車,1,1,79.8萬
HYUNDAI,TUCSON,2017年,0.9萬公里,高雄市/誠品汽車,1,1,77.8萬
SUBARU,LEGACY,2012年,10.1萬公里,桃園市/發達汽車,1,1,83.0萬
FORD,KUGA,2016年,5.2萬公里,台中市/信義汽車,1,1,75.8萬
MAZDA,CX-5,2014年,8.7萬公里,台中市/皇家汽車,1,1,81.0萬
HYUNDAI,TUCSON,2017年,1.1萬公里,彰化縣/高通汽車,1,1,77.7萬
LUXGEN,LUXGEN U7 TURBO,2017年,0.3萬公里,台中市/和盛汽車,1,1,82.8萬
LEXUS,ES300H,2013年,9.9萬公里,台中市/S嚴選汽車,1,1,79.8萬
HONDA,ACCORD,2015年,3.4萬公里,台北市/上順汽車,1,1,78.8萬
MITSUBISHI,OUTLANDER,2016年,0.8萬公里,屏東縣/大衛汽車,1,1,75.8萬
LEXUS,IS250,2012年,4.2萬公里,台北市/鴻揚汽車,1,1,79.8萬
HYUNDAI,SANTA FE,2014年,8.2萬公里,嘉義縣/凱翔汽車,1,1,79.8萬
NISSAN,X-TRAIL,2016年,3.5萬公里,嘉義縣/凱翔汽車,1,1,76.8萬
HYUNDAI,SANTA FE,2014年,6.3萬公里,高雄市/巨將汽車,1,1,75.8萬
VOLKSWAGEN,TOURAN,2012年,14.9萬公里,台中市/全民汽車,1,1,80.0萬
BMW,X1,2011年,11.5萬公里,高雄市/崧誠汽車,1,1,82.0萬
M-BENZ,E350,2009年,10.3萬公里,新北市/穆達汽車,1,1,80.0萬
BMW,320I,2009年,10.8萬公里,高雄市/佳裕汽車,1,1,78.8萬
M-BENZ,C300,2010年,6.3萬公里,高雄市/仁富昌達汽車,1,1,79.8萬
BMW,120D,2011年,5.1萬公里,台中市/和亞汽車,1,1,78.8萬
LEXUS,RX350,2007年,8.5萬公里,台中市/詮豐汽車,1,1,78.0萬
BMW,120D,2008年,10.9萬公里,桃園市/豐御車業(桃園),1,1,80.0萬
VOLVO,V40,2014年,7.1萬公里,新竹市/傑昇汽車,1,1,78.8萬
FORD,KUGA,2015年,5.4萬公里,桃園市/福祐汽車,1,1,75.8萬
M-BENZ,S350,2008年,17.5萬公里,彰化縣/高通汽車,1,1,79.8萬
PORSCHE,BOXSTER,2005年,90.2萬公里,高雄市/協格汽車商行,1,1,79.8萬
M-BENZ,C300,2011年,13.7萬公里,彰化縣/福大汽車,1,1,76.8萬
M-BENZ,S350,2009年,14.6萬公里,彰化縣/福大汽車,1,1,83.8萬
FORD,KUGA,2017年,1.5萬公里,桃園市/福祐汽車,1,1,78.8萬
LEXUS,RX350,2009年,13.4萬公里,嘉義市/尚宏汽車,1,1,79.8萬
M-BENZ,C180,2013年,4.9萬公里,台中市/奕昇汽車,1,1,83.8萬
M-BENZ,C250,2012年,6.7萬公里,桃園市/群馬汽車,1,1,78.8萬
M-BENZ,B180,2013年,6.9萬公里,台北市/鴻揚汽車,1,1,79.8萬
MINI,MINI,2016年,1.7萬公里,台中市/奕昇汽車,1,1,82.8萬
MAZDA,CX-5,2015年,2.7萬公里,桃園市/高昇汽車,1,1,80.0萬
VOLVO,V60,2013年,12.2萬公里,台北市/鴻揚汽車,1,1,79.8萬
MAZDA,CX-3,2016年,3.3萬公里,桃園市/菁銳汽車,1,1,78.8萬
VOLVO,S60,2014年,10.7萬公里,彰化縣/高通汽車,1,1,78.8萬
KIA,CARENS,2016年,1.9萬公里,桃園市/高昇汽車,1,1,75.8萬
M-BENZ,C250,2012年,10.8萬公里,桃園市/柏美車庫,1,1,82.8萬
BMW,1,2014年,8.6萬公里,台北市/鴻揚汽車,1,1,82.8萬
FORD,FOCUS,2017年,1.9萬公里,桃園市/車神汽車,1,1,75.8萬
M-BENZ,E300,2009年,15.6萬公里,彰化縣/福大汽車,1,1,83.8萬
M-BENZ,C220,2011年,11.5萬公里,高雄市/崧誠汽車,1,1,83.8萬
AUDI,A4,2013年,6.8萬公里,桃園市/正達汽車,1,1,79.8萬
BMW,335I,2007年,13.8萬公里,彰化縣/高通汽車,1,1,85.0萬
BMW,3,2010年,8.1萬公里,台中市/埔羅汽車,1,1,78.0萬
BMW,3,2010年,12.5萬公里,台中市/佳韻汽車,1,1,85.0萬
HYUNDAI,STAREX,2015年,7.3萬公里,台南市/福成汽車,1,1,82.0萬
M-BENZ,B180,2012年,10.5萬公里,彰化縣/福大汽車,1,1,75.8萬
TOYOTA,86,2014年,4.1萬公里,台北市/鴻揚汽車,1,1,83.8萬
MITSUBISHI,CANTER,2012年,7.9萬公里,嘉義縣/凱翔汽車,1,1,78.0萬
M-BENZ,B180,2013年,8.6萬公里,桃園市/正達汽車,1,1,79.8萬
MINI,COOPER,2011年,9.7萬公里,彰化縣/廣興汽車,1,1,79.8萬
M-BENZ,SLK,2007年,9.9萬公里,桃園市/冠際汽車,1,1,76.8萬
MAZDA,MAZDA3,2017年,3.0萬公里,桃園市/忠泰汽車,1,1,76.8萬
M-BENZ,B180,2012年,8.1萬公里,台中市/泰昌汽車,1,1,76.8萬
LEXUS,CT200H,2011年,9.0萬公里,台中市/上嘉汽車,1,1,80.0萬
M-BENZ,C300,2010年,10.9萬公里,彰化縣/廣興汽車,1,1,76.8萬
BMW,X5,2008年,17.8萬公里,桃園市/忠信汽車,1,1,75.0萬
MINI,COOPER,2012年,9.2萬公里,台北市/鴻揚汽車,1,1,75.8萬
HONDA,ACCORD,2013年,4.1萬公里,桃園市/金程汽車,1,1,82.8萬
M-BENZ,GLK-CLASS,2009年,19.6萬公里,台南市/義大汽車,1,1,79.9萬
M-BENZ,C200,2011年,8.5萬公里,台北市/鴻揚汽車,1,1,82.8萬
SUBARU,LEGACY,2011年,6.1萬公里,台中市/泰昌汽車,1,1,78.8萬
AUDI,A4,2011年,5.2萬公里,台中市/皇家汽車,1,1,80.0萬
BMW,118,2012年,12.5萬公里,桃園市/群馬汽車,1,1,79.8萬
VOLKSWAGEN,GOLF,2012年,8.6萬公里,彰化縣/廣興汽車,1,1,78.8萬
TOYOTA,CAMRY,2015年,13.4萬公里,雲林縣/安鑫汽車,1,1,78.8萬
NISSAN,X-TRAIL,2016年,1.0萬公里,台北市/鴻揚汽車,1,1,76.8萬
LEXUS,RX,2010年,12.3萬公里,雲林縣/宜利汽車商行,1,1,76.0萬
TOYOTA,CAMRY,2015年,5.1萬公里,雲林縣/安鑫汽車,1,1,78.8萬
HYUNDAI,SANTA,2015年,2.6萬公里,高雄市/威霸汽車,1,1,82.8萬
VOLKSWAGEN,T5,2012年,14.3萬公里,嘉義縣/順久汽車,1,1,82.0萬
M-BENZ,C300,2010年,19萬公里,台中市/全民汽車,1,1,79.0萬
LEXUS,CT200H,2011年,9.1萬公里,台北市/鴻揚汽車,1,1,79.8萬
SUBARU,LEGACY,2015年,2.8萬公里,台北市/鴻揚汽車,1,1,79.8萬
NISSAN,X-TRAIL,2017年,1.7萬公里,高雄市/辰泰汽車,1,1,75.0萬
AUDI,A6,2011年,7.0萬公里,台北市/政威汽車,1,1,79.8萬
LUXGEN,LUXGEN,2017年,0.3萬公里,台北市/鴻揚汽車,1,1,78.8萬
BMW,3,2007年,14.6萬公里,宜蘭縣/家騰汽車,1,1,79.8萬
NISSAN,X-TRAIL,2017年,0.5萬公里,台中市/承雄汽車,1,1,77.8萬
LEXUS,IS250,2008年,12萬公里,彰化縣/晟運汽車,1,1,76.8萬
LUXGEN,LUXGEN,2016年,6.5萬公里,高雄市/辰泰汽車,1,1,77.8萬
BMW,X5,2009年,11.1萬公里,新北市/欣利汽車,1,1,75.8萬
HYUNDAI,SANTA,2014年,9.4萬公里,雲林縣/成功汽車,1,1,82.0萬
VOLKSWAGEN,TOURAN,2014年,4.7萬公里,新北市/大鴻汽車,1,1,78.8萬
LEXUS,LS460L,2011年,10萬公里,桃園市/聯玖汽車,1,1,82.0萬
INFINITI,G,2011年,10.2萬公里,台中市/上嘉汽車,1,1,75.0萬
MINI,MINI,2014年,3.8萬公里,桃園市/金程汽車,1,1,79.9萬
BMW,530,2006年,12.9萬公里,台中市/上嘉汽車,1,1,85.0萬
LEXUS,ES350,2009年,15.2萬公里,台中市/崇聖汽車,1,1,79.0萬
NISSAN,X-TRAIL,2017年,1.6萬公里,台中市/千祐汽車,1,1,76.0萬
BMW,1,2013年,2.2萬公里,嘉義縣/順久汽車,1,1,80.5萬
M-BENZ,E350,2010年,6.3萬公里,台中市/泰昌汽車,1,1,79.8萬
BMW,118,2014年,5.6萬公里,台北市/政威汽車,1,1,84.8萬
TOYOTA,PREVIA,2009年,12.2萬公里,台中市/泰昌汽車,1,1,75.8萬
SUBARU,LEGACY,2012年,12萬公里,桃園市/發達汽車,1,1,75.0萬
TOYOTA,PREVIA,2010年,14.1萬公里,嘉義縣/凱翔汽車,1,1,79.8萬
FORD,KUGA,2017年,2.0萬公里,台北市/上順汽車,1,1,83.8萬
MAZDA,MAZDA,2017年,2.0萬公里,台北市/上順汽車,1,1,81.8萬
HYUNDAI,SANTA,2015年,4.9萬公里,桃園市/忠信汽車,1,1,78.0萬
TOYOTA,86,2013年,1.9萬公里,雲林縣/建成汽車,1,1,78.5萬
VOLVO,XC60,2013年,8888.9萬公里,新北市/勝禾田汽車,1,1,79.0萬
FORD,FOCUS,2018年,0.1萬公里,桃園市/福祐汽車,1,1,76.8萬
MAZDA,CX-3,2017年,1.0萬公里,台北市/上順汽車,1,1,75.8萬
MAZDA,CX-3,2016年,3.0萬公里,桃園市/日鴻汽車,1,1,82.0萬
BMW,3,2011年,11萬公里,桃園市/忠泰汽車,1,1,79.8萬
M-BENZ,S350,2006年,11萬公里,桃園市/忠信汽車,1,1,75.0萬
BMW,335CI,2008年,12.8萬公里,桃園市/忠信汽車,1,1,75.0萬
TOYOTA,PREVIA,2009年,11.9萬公里,桃園市/日鴻汽車,1,1,86.0萬
SUBARU,FORESTER,2015年,6.7萬公里,台中市/泰昌汽車,1,1,86.0萬
HINO,300,2013年,13.5萬公里,新北市/威龍汽車,1,1,85.8萬
TOYOTA,PREVIA,2011年,8.1萬公里,台中市/信義汽車,1,1,86.8萬
MAZDA,CX-5,2015年,12.3萬公里,屏東縣/暉祥汽車,1,1,88.0萬
LEXUS,ES300H,2014年,4.4萬公里,嘉義市/龍順汽車,1,1,98.8萬
FORD,RANGER,2015年,8.4萬公里,台北市/鴻揚汽車,1,1,99.8萬
LUXGEN,LUXGEN U6 TURBO,2018年,1.7萬公里,台中市/皇家汽車,1,1,88.0萬
HINO,300,2013年,13.3萬公里,屏東縣/匯盛汽車,1,1,85.8萬
TOYOTA,PREVIA,2014年,11.4萬公里,高雄市/乙鈞汽車,1,1,91.8萬
TOYOTA,PREVIA,2010年,9.7萬公里,台中市/佳韻汽車,1,1,85.0萬
TOYOTA,RAV4,2018年,1.2萬公里,高雄市/巨將汽車,1,1,88.8萬
SUBARU,OUTBACK,2015年,5.0萬公里,桃園市/車神汽車,1,1,85.8萬
TOYOTA,RAV4,2018年,1.4萬公里,高雄市/辰泰汽車,1,1,88.8萬
MAZDA,MAZDA 6,2016年,3.0萬公里,台中市/和盛汽車,1,1,89.8萬
HONDA,ACCORD,2007年,15.3萬公里,桃園市/聯玖汽車,1,1,88.9萬
SUBARU,OUTBACK,2015年,5.4萬公里,台中市/泰昌汽車,1,1,85.8萬
HYUNDAI,TUCSON,2017年,0.5萬公里,屏東縣/大衛汽車,1,1,87.8萬
TOYOTA,CAMRY,2007年,17.5萬公里,桃園市/聯玖汽車,1,1,88.9萬
HONDA,CIVIC,2015年,6.3萬公里,桃園市/聯玖汽車,1,1,88.9萬
TOYOTA,ALTIS,2007年,25.4萬公里,桃園市/聯玖汽車,1,1,88.9萬
TOYOTA,VIOS,2010年,16.7萬公里,桃園市/聯玖汽車,1,1,88.9萬
SUBARU,LEVORG,2016年,4.0萬公里,高雄市/崧誠汽車,1,1,91.8萬
SUBARU,XV,2017年,2.2萬公里,台中市/皇家汽車,1,1,93.0萬
FORD,KUGA,2018年,1.1萬公里,台中市/皇家汽車,1,1,85.0萬
HYUNDAI,SANTA FE,2016年,1.0萬公里,桃園市/龍億汽車,1,1,96.8萬
MITSUBISHI,CANTER,2015年,11.8萬公里,台中市/尚安汽車,1,1,98.0萬
TOYOTA,PREVIA,2013年,8.7萬公里,台中市/泰昌汽車,1,1,89.8萬
TOYOTA,CAMRY,2010年,13.6萬公里,桃園市/聯玖汽車,1,1,88.9萬
FORD,TOURNEO,2014年,7.6萬公里,桃園市/聯玖汽車,1,1,88.0萬
MITSUBISHI,ECLIPSE,2018年,0.7萬公里,台中市/皇家汽車,1,1,87.0萬
HYUNDAI,SANTA FE,2015年,5.8萬公里,桃園市/菁銳汽車,1,1,92.8萬
TOYOTA,86,2016年,2.9萬公里,台中市/泰昌汽車,1,1,95.8萬
HYUNDAI,VELOSTER,2014年,4.3萬公里,雲林縣/安鑫汽車,1,1,92.0萬
TOYOTA,SIENNA,2014年,4.2萬公里,台北市/上順汽車,1,1,99.8萬
TOYOTA,PREVIA,2014年,8.2萬公里,基隆市/捷立汽車,1,1,89.8萬
TOYOTA,ALPHARD,2010年,11.8萬公里,台南市/義大汽車,1,1,85.9萬
MAZDA,CX-5,2015年,3.9萬公里,台中市/詮豐汽車,1,1,95.0萬
NISSAN,BLUEBIRD SYLPHY,2011年,17.7萬公里,桃園市/聯玖汽車,1,1,88.9萬
NISSAN,LIVINA,2014年,7.7萬公里,桃園市/聯玖汽車,1,1,88.9萬
